n,generator_scope,simulation_backend,eta,n_draws,tvd_to_lossless_mean,tvd_to_lossless_std,tvd_to_uniform_mean,tvd_to_uniform_std,tvd_to_product_marginals_mean,tvd_to_product_marginals_std,alpha_mean,alpha_std,herald_failure_prob_mean,herald_failure_prob_std,herald_success_rate_mean
3,weight1,merlin-dual-rail,0.35,5,0.4785623812869744,7.054171032068602e-08,0.47856250532167904,3.061689679127899e-09,0.47856250532167904,3.061689695654783e-09,2.5563162548387255,0.65406567555092,,,
3,weight1,merlin-dual-rail,0.05,5,0.4999373759772553,7.359097324606467e-08,0.4999375000119599,8.761095083909832e-12,0.4999375000119599,8.761111453448727e-12,2.5563162433286886,0.6540656978280794,,,
4,weight1,merlin-dual-rail,0.99,5,0.01970198480628369,8.447717653656991e-09,0.6769204344322247,0.0734446490662247,0.019702170388893603,3.7382446312579033e-08,5.176542593965719,1.3212620117043865,,,
4,weight1,merlin-dual-rail,0.95,5,0.09274684651231269,7.759271232089455e-09,0.6195974597820907,0.06946541910168863,0.0927470320949226,3.5399103280114664e-08,5.176542602966855,1.3212619943170276,,,
4,weight1,merlin-dual-rail,0.9,5,0.17194994873699443,1.6402646183332497e-08,0.559177006465734,0.06619548636367671,0.17195013431960432,2.7544103834422723e-08,5.176542608417409,1.3212620117353064,,,
4,weight1,merlin-dual-rail,0.8,5,0.2951998969195927,2.4295524828309868e-08,0.47834720744832,0.05442301485441282,0.2952000825022026,1.8702998406078462e-08,5.176542622968418,1.3212620057017541,,,
4,weight1,merlin-dual-rail,0.6,5,0.435199837093856,3.6977477285612506e-08,0.43720871410655776,0.002845122887728699,0.4352000226764659,5.941595708368343e-09,5.17654262427502,1.321262010810276,,,
4,weight1,merlin-dual-rail,0.35,5,0.4924966922846904,4.2265277936150455e-08,0.49249687786730034,6.378479765271291e-10,0.49249687786730034,6.378479551481606e-10,5.17654260210214,1.3212619800685477,,,
4,weight1,merlin-dual-rail,0.05,5,0.499996689418649,4.289504524599052e-08,0.4999968750012589,2.853835897191383e-13,0.4999968750012589,2.853556827649784e-13,5.176542622968418,1.3212620057017541,,,
5,weight1,merlin-dual-rail,0.99,5,0.024504975341997692,3.05017142634463e-09,0.6588046154305957,0.0790053348559746,0.02450518368935805,3.375978928023835e-08,5.957810072415232,1.8310130590571623,,,
5,weight1,merlin-dual-rail,0.95,5,0.11310948254171578,1.0059823143190458e-08,0.59188772906299,0.07239674796316643,0.11310969088907612,2.3571372694122787e-08,5.957810095039795,1.8310130507303968,,,
5,weight1,merlin-dual-rail,0.9,5,0.20475492131925677,1.4638578912593455e-08,0.5291616454735305,0.061130471350149505,0.2047551296666171,1.885743607903039e-08,5.957810063856122,1.8310129996988653,,,
5,weight1,merlin-dual-rail,0.8,5,0.33615986453094565,2.133264718484016e-08,0.45970259179205186,0.041376284861205016,0.33616007287830596,1.1776023307298272e-08,5.957810094184687,1.8310130851396962,,,
5,weight1,merlin-dual-rail,0.6,5,0.4611198062540082,3.062001165769057e-08,0.4614904112750479,0.0007407939559813813,0.4611200146013686,2.47301981703812e-09,5.957810043639248,1.831013032667398,,,
5,weight1,merlin-dual-rail,0.35,5,0.4973736989511556,3.2890892571954655e-08,0.49737390729851594,1.8903946876918962e-10,0.49737390729851594,1.8903949305712218e-10,5.957810024835399,1.8310129867394878,,,
5,weight1,merlin-dual-rail,0.05,5,0.49999963540270914,3.3077797624938955e-08,0.4999998437500695,1.1226463016386011e-14,0.4999998437500695,1.126920121776699e-14,5.957810094184687,1.8310130851396962,,,
6,weight1,merlin-dual-rail,0.99,5,0.029259903201281766,2.4234731576976914e-09,0.7729130340271444,0.050179488718694286,0.029260165756270395,5.307199295473679e-08,11.763989600125738,5.272449899689035,,,
6,weight1,merlin-dual-rail,0.95,5,0.13245400313968655,1.320364325558223e-08,0.6854799144375894,0.047470988483978356,0.1324542656946752,4.0656479257363563e-08,11.763989497830384,5.272449787894899,,,
6,weight1,merlin-dual-rail,0.9,5,0.23427939227046174,2.3345393836812493e-08,0.6028896334565891,0.04282230194968766,0.23427965482545035,3.046899423452869e-08,11.763989631585662,5.27244996476094,,,
6,weight1,merlin-dual-rail,0.8,5,0.3689278068234228,3.83828717004155e-08,0.5012399931803103,0.033673640183461084,0.36892806937841144,1.539444539300044e-08,11.763989604116459,5.272449855738468,,,
6,weight1,merlin-dual-rail,0.6,5,0.4766717489547541,5.123750311149995e-08,0.4784678517731094,0.002279976583523452,0.4766720115097427,2.494803718229176e-09,11.763989634032207,5.272449877839066,,,
6,weight1,merlin-dual-rail,0.35,5,0.4990806051416736,5.3636243351386244e-08,0.49908086769666227,9.522223622230098e-11,0.49908086769666216,9.522230889583758e-11,11.76398953424131,5.272449851900559,,,
6,weight1,merlin-dual-rail,0.05,5,0.4999997296325155,5.373096282301112e-08,0.4999999921875041,9.155133597044475e-16,0.4999999921875041,9.895942896571411e-16,11.763989604116459,5.272449855738468,,,
