# eta=0.8
# herald_failure_prob=0.9298370370370368
# residual=0.5675675675675654
# global_perf=0.9999999999999977
# n=2 i=0 j=1 thetas=[1.6612470810666293, 1.2467258944387942]
bitstring,probability
00,0.19288633839363772
01,0.023329877822577637
10,0.023329877822577557
11,0.1928863383936377
