# herald_failure_prob=0.9259259259259266
# residual=0.0
# n=2 i=0 j=1 thetas=[0.3, 1.1]
bitstring,probability
00,0.12857226712875763
01,0.37142773287124664
10,0.3714277328712468
11,0.12857226712875794
