# eta=0.8
# residual=0.35999999999999993
# global_perf=1.0000000000000004
# thetas=[1.4696702887560742, 0.5745464671322527]
bitstring,probability
00,0.004596244926615979
01,0.0019264192655268928
10,0.44638462215184566
11,0.18709271365601138
