# eta=0.99
# herald_failure_prob=0.9259334800000015
# residual=0.03930601842776003
# global_perf=0.999999999999997
# n=2 i=0 j=1 thetas=[1.6612470810666293, 1.2467258944387942]
bitstring,probability
00,0.42851722147652055
01,0.05182976930961022
10,0.05182976930961014
11,0.4285172214765207
