epoch,loss
0,0.04222797229886055
1,0.04091643542051315
2,0.04204551875591278
3,0.03985774517059326
4,0.04028203338384628
5,0.04068585857748985
6,0.04127506911754608
7,0.03977098688483238
8,0.04085497558116913
9,0.03891944885253906
10,0.03899620100855827
11,0.0397513285279274
12,0.039227936416864395
13,0.03924347460269928
14,0.03976127877831459
15,0.038120903074741364
16,0.03760330751538277
17,0.037591446191072464
18,0.03868715092539787
19,0.035830266773700714
20,0.036471933126449585
21,0.03665122762322426
22,0.03608874976634979
23,0.036304812878370285
24,0.037114184349775314
25,0.03612913936376572
26,0.03459705412387848
27,0.03656352683901787
28,0.035114482045173645
29,0.033985503017902374
30,0.03518059104681015
31,0.03473185747861862
32,0.033661600202322006
33,0.03401930257678032
34,0.03392709791660309
35,0.03391866385936737
36,0.03216699883341789
37,0.03250916302204132
38,0.03317948430776596
39,0.032042499631643295
40,0.03378605470061302
41,0.032527029514312744
42,0.032704077661037445
43,0.03318195044994354
44,0.032498568296432495
45,0.03135700151324272
46,0.032009705901145935
47,0.03072522208094597
48,0.031236257404088974
49,0.031344346702098846
50,0.031114904209971428
51,0.03022916428744793
52,0.029695475473999977
53,0.031160404905676842
54,0.029596714302897453
55,0.030495455488562584
56,0.029978550970554352
57,0.029709618538618088
58,0.030430812388658524
59,0.02960159443318844
60,0.029896538704633713
61,0.029531188309192657
62,0.028897622600197792
63,0.02926277555525303
64,0.029330801218748093
65,0.02804943174123764
66,0.029411442577838898
67,0.02838938869535923
68,0.02865893393754959
69,0.029282493516802788
70,0.027441633865237236
71,0.028426315635442734
72,0.028661902993917465
73,0.027876783162355423
74,0.027511456981301308
75,0.02836417593061924
76,0.028638120740652084
77,0.027116097509860992
78,0.026969213038682938
79,0.027598196640610695
80,0.027022264897823334
81,0.027114849537611008
82,0.027532901614904404
83,0.02689628303050995
84,0.026436522603034973
85,0.027502646669745445
86,0.02663145586848259
87,0.026983024552464485
88,0.02615421824157238
89,0.02630593255162239
90,0.02660452201962471
91,0.02606506273150444
92,0.02528570219874382
93,0.0249565951526165
94,0.025621969252824783
95,0.025811946019530296
96,0.025788454338908195
97,0.02480403706431389
98,0.025569789111614227
99,0.024938838556408882
100,0.024036137387156487
101,0.0245697982609272
102,0.023779654875397682
103,0.02433948591351509
104,0.02384420856833458
105,0.023825980722904205
106,0.023499123752117157
107,0.023521171882748604
108,0.023394396528601646
109,0.0228623878210783
110,0.023321066051721573
111,0.022761330008506775
112,0.022540142759680748
113,0.022245977073907852
114,0.02234671078622341
115,0.022083096206188202
116,0.021845027804374695
117,0.021687544882297516
118,0.02163650467991829
119,0.021773532032966614
120,0.02112627401947975
121,0.02131114900112152
122,0.02078951708972454
123,0.020801585167646408
124,0.020825274288654327
125,0.02053476870059967
126,0.02054753713309765
127,0.020039822906255722
128,0.01998710259795189
129,0.020265022292733192
130,0.019692469388246536
131,0.019847959280014038
132,0.019792160019278526
133,0.019436245784163475
134,0.0191793255507946
135,0.019279537722468376
136,0.01937956176698208
137,0.019170282408595085
138,0.019318772479891777
139,0.018551554530858994
140,0.018651043996214867
141,0.01874835044145584
142,0.018511859700083733
143,0.018566647544503212
144,0.01824323460459709
145,0.018407883122563362
146,0.018204953521490097
147,0.017993902787566185
148,0.01791829988360405
149,0.01762530766427517
150,0.017748985439538956
151,0.017480432987213135
152,0.0174695011228323
153,0.017555473372340202
154,0.017242562025785446
155,0.01723267138004303
156,0.017299756407737732
157,0.017004666849970818
158,0.01732855662703514
159,0.017023840919137
160,0.016864264383912086
161,0.016887221485376358
162,0.0168048907071352
163,0.016479985788464546
164,0.01669919304549694
165,0.016499316319823265
166,0.016592921689152718
167,0.016612015664577484
168,0.01633446291089058
169,0.016458995640277863
170,0.016416946426033974
171,0.016191113740205765
172,0.01624593883752823
173,0.01624676212668419
174,0.016109764575958252
175,0.01619679108262062
176,0.016039231792092323
177,0.016127267852425575
178,0.016176490113139153
179,0.016042519360780716
180,0.015894098207354546
181,0.01588684879243374
182,0.015895085409283638
183,0.01609920710325241
184,0.015916798263788223
185,0.015916112810373306
186,0.015952888876199722
187,0.01602800376713276
188,0.015983600169420242
189,0.015858732163906097
190,0.015729114413261414
191,0.0157710500061512
192,0.015936437994241714
193,0.01567058637738228
194,0.015717381611466408
195,0.015537993051111698
196,0.015631308779120445
197,0.015785932540893555
198,0.015588793903589249
199,0.015618681907653809
200,0.015682678669691086
201,0.015551737509667873
202,0.01552861649543047
203,0.015612330287694931
204,0.01543938647955656
205,0.015387041494250298
206,0.015544570051133633
207,0.015427857637405396
208,0.015524252317845821
209,0.015355751849710941
210,0.015263475477695465
