generator_scope,n,eta,alpha_mean_polarization,alpha_mean_merlin_dual_rail,alpha_mean_abs_delta,alpha_std_polarization,alpha_std_merlin_dual_rail,alpha_std_abs_delta,herald_failure_prob_mean_polarization,herald_failure_prob_mean_merlin_dual_rail,herald_failure_prob_mean_abs_delta,herald_failure_prob_std_polarization,herald_failure_prob_std_merlin_dual_rail,herald_failure_prob_std_abs_delta,herald_success_rate_mean_polarization,herald_success_rate_mean_merlin_dual_rail,herald_success_rate_mean_abs_delta,n_draws_polarization,n_draws_merlin_dual_rail,n_draws_abs_delta,tvd_to_lossless_mean_polarization,tvd_to_lossless_mean_merlin_dual_rail,tvd_to_lossless_mean_abs_delta,tvd_to_lossless_std_polarization,tvd_to_lossless_std_merlin_dual_rail,tvd_to_lossless_std_abs_delta,tvd_to_product_marginals_mean_polarization,tvd_to_product_marginals_mean_merlin_dual_rail,tvd_to_product_marginals_mean_abs_delta,tvd_to_product_marginals_std_polarization,tvd_to_product_marginals_std_merlin_dual_rail,tvd_to_product_marginals_std_abs_delta,tvd_to_uniform_mean_polarization,tvd_to_uniform_mean_merlin_dual_rail,tvd_to_uniform_mean_abs_delta,tvd_to_uniform_std_polarization,tvd_to_uniform_std_merlin_dual_rail,tvd_to_uniform_std_abs_delta
weight1,6,0.05,4.463347915677581e-15,2.872064869703665e-15,1.5912830459739158e-15,1.3701409119699157e-15,1.287218295353168e-15,8.292261661674764e-17,,,,,,,,,,5,5,0,0.49999999218750013,0.4999997296325155,2.625549846424491e-07,1.0532500405730103e-16,5.373096282301112e-08,5.3730962717686114e-08,0.49999999218750013,0.4999999921875041,3.9968028886505635e-15,9.930136612989092e-17,9.895942896571411e-16,8.902929235272501e-16,0.49999999218750013,0.4999999921875041,3.9968028886505635e-15,8.95090418262362e-17,9.155133597044475e-16,8.260043178782113e-16
mixed,2,0.99,1.001424280149278,1.118510361504984,0.11708608135570597,0.11378760002009154,0.33558465774111973,0.2217970577210282,0.9259334800000009,0.9259331126003643,3.6739963660270547e-07,5.528866075183428e-16,8.931526037441954e-08,8.931525982153293e-08,0.07406651999999914,0.07406688739963574,3.6739963660270547e-07,5,5,0,0.01965300921387555,0.019652819912561296,1.8930131425246022e-07,3.024867523643233e-15,3.3449480218833475e-08,3.344947719396595e-08,0.1090988898660131,0.14812085859616855,0.039021968730155454,0.08816034331581254,0.16441627255378216,0.07625592923796962,0.1090988898660131,0.14812085859627297,0.03902196873025987,0.08816034331581254,0.1644162725609336,0.07625592924512106
mixed,2,0.95,0.7237987721572922,0.8084241691407315,0.0846253969834393,0.08224218926365429,0.24255009616993925,0.16030790690628496,0.9261287037037045,0.9261283020391602,4.0166454429169107e-07,7.021666937153402e-17,8.644221147583988e-08,8.64422114056232e-08,0.07387129629629552,0.07387169796083981,4.0166454429169107e-07,5,5,0,0.09162895927601553,0.0916285956666866,3.636093289238751e-07,1.6825236719451855e-15,1.2511291919202024e-07,1.2511291750949657e-07,0.12019133748601607,0.1570932146411625,0.03690187715514642,0.057124756420005085,0.11943367823045527,0.06230892181045018,0.12019133748601607,0.15709321463946835,0.03690187715345228,0.057124756420005085,0.11943367823933713,0.06230892181933205
mixed,2,0.9,0.47829776702626514,0.5342193711086786,0.05592160408241342,0.054346949723218956,0.16028087943390631,0.10593392971068735,0.9268000000000007,0.9267995896649154,4.103350853545962e-07,6.221212756561689e-16,8.600118360445031e-08,8.600118298232903e-08,0.07319999999999927,0.07320041033508462,4.103350853545962e-07,5,5,0,0.1680327868852444,0.16803203665993682,7.502253075719612e-07,2.8918059915777422e-15,2.1591220893837494e-07,2.1591220604656893e-07,0.17254189784011592,0.19868879826152616,0.02614690042141024,0.00901822190974593,0.06130806364278772,0.05228984173304179,0.17254189784011592,0.19868879826506275,0.02614690042494683,0.00901822190974593,0.061308063649860904,0.05228984174011497
mixed,2,0.8,0.20290114326218048,0.2266239046961565,0.02372276143397603,0.02305479764250787,0.06799352922904356,0.04493873158653569,0.9298370370370368,0.9298366398709732,3.971660635926355e-07,3.9720546451956367e-16,8.946175443314878e-08,8.946175403594332e-08,0.0701629629629632,0.0701633601290268,3.971660635926355e-07,5,5,0,0.2837837837837866,0.2837823394111117,1.4443726749080454e-06,1.2420116135754933e-15,3.435620360712355e-07,3.435620348292239e-07,0.2837837837837847,0.2837851076294232,1.3238456385011865e-06,1.2412670766236366e-15,2.9241772810004977e-07,2.924177268587827e-07,0.2837837837837847,0.2837851076294232,1.3238456385011865e-06,1.2412670766236366e-15,2.9241772810322106e-07,2.92417726861954e-07
mixed,2,0.6,0.03128824881408039,0.034946347104226484,0.003658098290146093,0.0035551512100890793,0.010484882400485375,0.006929731190396296,0.9434666666666672,0.9434662989232947,3.6774337253131506e-07,4.940180589338315e-16,8.510927996308007e-08,8.510927946906201e-08,0.05653333333333277,0.0565337010767053,3.6774337253131506e-07,5,5,0,0.41509433962264275,0.41509215837058894,2.181252053812255e-06,2.0468490329827007e-15,5.001372281789567e-07,5.001372261321076e-07,0.4150943396226408,0.41509492658890057,5.869662597635106e-07,7.426885862005046e-16,1.3515104490909433e-07,1.3515104416640575e-07,0.4150943396226408,0.41509492658890057,5.869662597635106e-07,7.426885862005046e-16,1.3515104491329701e-07,1.3515104417060844e-07
mixed,2,0.35,0.0016461858137316258,0.0018386248007138944,0.00019243898698226855,0.00018704912257941605,0.0005516372790978751,0.0003645881565184591,0.9714620370370366,0.9714616498191078,3.872179288322286e-07,5.087681048627601e-16,9.913046002741418e-08,9.913045951864608e-08,0.028537962962963404,0.028538350180892236,3.872179288322286e-07,5,5,0,0.48052464228935043,0.4805221470731308,2.495216219644547e-06,1.5592607100143473e-15,5.667197151920288e-07,5.667197136327681e-07,0.4805246422893486,0.4805249152914423,2.730020937091737e-07,3.805652793121308e-16,6.929189939360397e-08,6.929189901303868e-08,0.4805246422893486,0.4805249152914423,2.730020937091737e-07,3.805652793121308e-16,6.929189939749124e-08,6.929189901692596e-08
mixed,2,0.05,3.0634354856233483e-07,3.4181287151140864e-07,3.5469322949073804e-08,3.480852008838272e-08,1.0250255151578477e-07,6.769403142740204e-08,0.9991287037037037,0.9991282704637852,4.3323991849586463e-07,1.1102230246251565e-16,1.057671504487183e-07,1.05767150337696e-07,0.0008712962962963422,0.0008717295362148381,4.3323991849586463e-07,5,5,0,0.4997343251859744,0.49973168912392085,2.6360620535292867e-06,1.5792898135488767e-15,6.077011560508983e-07,6.077011544716084e-07,0.49973432518597233,0.4997344573422325,1.3215626015750104e-07,4.965068306494546e-17,3.224237620211351e-08,3.2242376152462826e-08,0.49973432518597233,0.4997344573422325,1.3215626015750104e-07,4.965068306494546e-17,3.224237621115361e-08,3.2242376161502924e-08
mixed,3,0.99,2.047394628360922,2.2396328838061046,0.19223825544518247,0.3726408286239167,0.7288497025725336,0.3562088739486169,0.92593348,0.9259330439020939,4.3609790612020305e-07,7.074133422190872e-16,7.693816811740892e-08,7.693816740999557e-08,0.07406652000000002,0.07406695609790614,4.3609790612020305e-07,5,5,0,0.02445647912174077,0.02445651243746818,3.3315727409471974e-08,6.371742616385919e-15,2.0830709650793373e-08,2.0830703279050757e-08,0.21255531753525642,0.2663708643859449,0.05381554685068851,0.10935958395070156,0.1528212167071558,0.04346163275645423,0.47496810591637245,0.5074693979749665,0.032501292058594033,0.06155432528045367,0.12828857233715069,0.06673424705669702
mixed,3,0.95,1.3626305012881037,1.4905747946535928,0.12794429336548907,0.2480087385570044,0.4850815922657109,0.2370728537087065,0.926128703703705,0.9261283004394911,4.0326421391068124e-07,3.6821932062951477e-16,7.576507888103854e-08,7.576507851281922e-08,0.07387129629629496,0.07387169956050887,4.0326421391068124e-07,5,5,0,0.11204751131221014,0.11204680290640164,7.084058084999567e-07,1.3603063958414869e-15,1.2302265383375524e-07,1.2302265247344884e-07,0.19002495142972542,0.2357268375526261,0.04570188612290069,0.06722076577559642,0.09813375782562972,0.030912992050033297,0.4151117718975067,0.4324171886450707,0.01730541674756403,0.063065519314962,0.1250334233828951,0.06196790406793311
mixed,3,0.9,0.8081582776676317,0.8840396263108549,0.07588134864322316,0.14709072988551328,0.2876953107586856,0.14060458087317232,0.9267999999999995,0.9267995723272022,4.276727972873928e-07,8.308148362110449e-16,7.542358826786132e-08,7.542358743704649e-08,0.07320000000000049,0.07320042767279777,4.276727972873928e-07,5,5,0,0.2012295081967231,0.20122839456617053,1.1136305525794032e-06,4.060575259724662e-15,2.2065984069433998e-07,2.2065983663376472e-07,0.2042190657493242,0.22484502235496978,0.02062595660564559,0.005979115105204849,0.03056185575905024,0.024582740653845393,0.36058297321309907,0.37323570790343336,0.012652734690334289,0.06672755678595338,0.11057083017095179,0.04384327338499841
mixed,3,0.8,0.27088036220884754,0.29631423556627595,0.025433873357428416,0.049302211324186974,0.09643030971922514,0.04712809839503817,0.9298370370370378,0.9298366007131065,4.3632393131876057e-07,1.2629244406312412e-15,7.243496362198929e-08,7.243496235906484e-08,0.0701629629629622,0.07016339928689352,4.3632393131876057e-07,5,5,0,0.32702702702702496,0.3270251747201101,1.852306914851276e-06,3.5594726709090065e-15,3.567867267537602e-07,3.567867231942875e-07,0.32702702702702535,0.327028190948505,1.1639214796410613e-06,3.3018637508515194e-15,1.92805575429034e-07,1.9280557212717024e-07,0.3379727903958574,0.3538702983521318,0.01589750795627437,0.01696074142273132,0.03424200930206526,0.01728126787933394
mixed,3,0.6,0.023496155664270962,0.025702228634582665,0.0022060729703117024,0.004276472544631582,0.008364351601917541,0.004087879057285959,0.9434666666666678,0.9434662413203551,4.2534631272683754e-07,1.3669726658723911e-15,7.021079248949169e-08,7.021079112251903e-08,0.056533333333332214,0.05653375867964494,4.2534631272683754e-07,5,5,0,0.4490566037735836,0.4490539935515006,2.6102220829771206e-06,2.7774442994318376e-15,4.822882917010756e-07,4.822882889236313e-07,0.449056603773584,0.44905700977989554,4.0600631157072797e-07,1.2777215249255888e-15,6.716395534501676e-08,6.716395406729523e-08,0.449056603773584,0.4490570097798955,4.060063115152168e-07,1.290679032407819e-15,6.716395537420252e-08,6.71639540835235e-08
mixed,3,0.35,0.00042065688048772325,0.0004601458726979196,3.948899221019634e-05,7.656263542937828e-05,0.00014974753017760808,7.31848947482298e-05,0.9714620370370369,0.971461599372792,4.376642449566148e-07,1.0532500405730103e-15,9.16550645185247e-08,9.165506346527465e-08,0.02853796296296307,0.028538400627208027,4.376642449566148e-07,5,5,0,0.4931836248012715,0.49318071636341615,2.9084378553312362e-06,1.5919220012370269e-15,5.270683034843041e-07,5.270683018923821e-07,0.49318362480127187,0.49318373259181103,1.0779053916110115e-07,2.6272671962866383e-16,2.238514704730256e-08,2.238514678457584e-08,0.49318362480127187,0.49318373259181103,1.0779053916110115e-07,2.507236594037335e-16,2.238514706537758e-08,2.238514681465392e-08
mixed,3,0.05,1.5975770049847641e-09,1.7460355955425374e-09,1.484585905577733e-10,2.9077072425577396e-10,5.682965307939134e-10,2.7752580653813945e-10,0.9991287037037029,0.9991283015637054,4.021399975240314e-07,5.183683495748049e-16,1.250025037103662e-07,1.2500250319199783e-07,0.0008712962962971194,0.0008716984362946434,4.021399975240314e-07,5,5,0,0.49998671625929825,0.49998370616558363,3.0100937146171347e-06,1.8050942682065393e-15,5.477245721174819e-07,5.477245703123877e-07,0.49998671625929864,0.49998672239397857,6.1346799307138156e-09,2.482534153247273e-17,1.9047822788044497e-09,1.904782253979108e-09,0.49998671625929864,0.49998672239397857,6.1346799307138156e-09,2.482534153247273e-17,1.9047822890707203e-09,1.9047822642453786e-09
mixed,4,0.99,3.1991983934235746,2.057243221695125,1.1419551717284495,1.7616561164385731,0.8188577591673738,0.9427983572711993,0.9259334799999992,0.9259329653118424,5.146881567608119e-07,1.0672009800936448e-15,7.130470884428764e-08,7.130470777708666e-08,0.0740665200000008,0.07406703468815756,5.146881567608119e-07,5,5,0,0.029211914330530137,0.029211610995360966,3.0333516917030456e-07,8.362171710479633e-15,3.284959118868708e-08,3.284958282651537e-08,0.17696786056230115,0.17181979599835856,0.005148064563942595,0.151418742742521,0.16141587190021264,0.009997129157691631,0.5599910454140102,0.41656932205727515,0.1434217233567351,0.1617563564910322,0.18680470597278528,0.02504834948175308
mixed,4,0.95,1.9606250219755332,1.2607777537966438,0.6998472681788894,1.0796289061365574,0.5018354406501199,0.5777934654864375,0.9261287037037033,0.9261281545196361,5.491840671112413e-07,1.7589240639276204e-15,7.174371298316443e-08,7.174371122424036e-08,0.07387129629629674,0.07387184548036385,5.491840671112413e-07,5,5,0,0.13144513574661004,0.1314442619228367,8.738237733396659e-07,1.113085098698247e-14,1.354248167140414e-07,1.354248055831904e-07,0.1865090759939897,0.18687518220278782,0.0003661062087981226,0.07906233209709194,0.09013762348866591,0.011075291391573969,0.4837270107291937,0.3791301355538599,0.10459687517533384,0.15184007480094974,0.1452252530095797,0.006614821791370046
mixed,4,0.9,1.0436398862961254,0.6711112172745402,0.3725286690215852,0.5746860191079315,0.2671266836660565,0.30755933544187497,0.9268000000000012,0.9267994430549086,5.569450926001807e-07,1.8188692699780867e-15,7.279054385503904e-08,7.279054203616978e-08,0.07319999999999882,0.07320055694509142,5.569450926001807e-07,5,5,0,0.23110655737704627,0.23110493019398487,1.6271830614034144e-06,5.487130587200389e-15,2.3221652028355196e-07,2.3221651479642136e-07,0.23367292601272638,0.23796865567725192,0.004295729664525544,0.005132737271356708,0.013719844687950634,0.008587107416593926,0.42574359318917265,0.356068943950853,0.06967464923831967,0.1271561805082531,0.08775364053785716,0.03940253997039596
mixed,4,0.8,0.27639279634533365,0.1777340706187099,0.09865872572662374,0.15219720703231396,0.07074462189705676,0.0814525851352572,0.9298370370370354,0.9298365116239428,5.254130925891332e-07,8.556643779299519e-16,7.248873484302125e-08,7.248873398735688e-08,0.07016296296296465,0.07016348837605724,5.254130925891332e-07,5,5,0,0.3616216216216262,0.36161889562446303,2.7259971631665714e-06,2.547955794541194e-15,3.646015372249446e-07,3.6460153467698883e-07,0.36162162162162514,0.36162273861950633,1.1169978811897963e-06,1.784318724237749e-15,1.5183558526331638e-07,1.5183558347899764e-07,0.4033225440438672,0.36932873303820857,0.033993811005658625,0.0512113631652762,0.015412031514920174,0.03579933165035602
mixed,4,0.6,0.013485546033616578,0.008671829941112407,0.00481371609250417,0.00742588977991156,0.0034517013036992096,0.00397418847621235,0.9434666666666681,0.9434661307678447,5.358988234283046e-07,1.797052957135242e-15,7.342194394815783e-08,7.342194215110488e-08,0.05653333333333188,0.05653386923215531,5.358988234283046e-07,5,5,0,0.46943396226415113,0.4694304260918759,3.536172275220295e-06,3.039457312948595e-15,4.745902879803069e-07,4.745902849408496e-07,0.46943396226415013,0.46943426908691926,3.0682276913607254e-07,1.0397047461590564e-15,4.184095239478876e-08,4.184095135508401e-08,0.46943396226415013,0.4694342690869192,3.068227690805614e-07,1.032865487270718e-15,4.184095239215672e-08,4.184095135929124e-08
mixed,4,0.35,8.215486945395626e-05,5.2828261000676695e-05,2.9326608453279565e-05,4.523902880367465e-05,2.1027499636371204e-05,2.4211529167303443e-05,0.9714620370370388,0.9714614717670578,5.652699810454465e-07,1.4977727461875691e-15,7.144920518475713e-08,7.144920368698438e-08,0.028537962962961183,0.02853852823294223,5.652699810454465e-07,5,5,0,0.497614268680446,0.49761047440768325,3.794272762758233e-06,3.215336987233326e-15,5.103030447195034e-07,5.103030415041664e-07,0.497614268680445,0.4976143174027266,4.872228159813474e-08,1.4261072965499198e-16,6.134935354207825e-09,6.134935211597095e-09,0.497614268680445,0.4976143174027266,4.872228159813474e-08,1.4261072965499198e-16,6.134935363343209e-09,6.13493522073248e-09
mixed,4,0.05,6.3675304988863765e-12,4.088763712344656e-12,2.2787667865417203e-12,3.5063155423668534e-12,1.6276216562130596e-12,1.8786938861537936e-12,0.9991287037037042,0.9991280867165078,6.169871964445406e-07,6.511626037759646e-16,1.6859141501015714e-07,1.6859141435899453e-07,0.0008712962962957871,0.0008719132834922316,6.169871964445406e-07,5,5,0,0.49999933581296724,0.4999954932882792,3.842524688046911e-06,5.0298126952671634e-15,5.163010453925426e-07,5.163010403627299e-07,0.4999993358129662,0.4999993362833225,4.703563094565766e-10,2.6374515749745233e-15,1.2831508195564603e-10,1.2831244450407105e-10,0.4999993358129662,0.4999993362833225,4.703563094565766e-10,2.6321887126755213e-15,1.2831509430804894e-10,1.2831246211933627e-10
